payment_id,model_type,model_id,allocated_amount,share,payment_amount,payment_reference,status,state,invoice_reference,created_at
922004,Order,1162221,2820.10,1,2820.10,pay_n3dx7wmfxkbethnycnfi6wfjhq,success,completed,,2025-04-02 12:31:43+00
922103,Invoice,990261,11.29,1,11.29,g127kery,success,completed,AWDi2340452,2025-04-03 10:36:11+00
922103,Invoice,990622,11.29,1,11.29,g127kery,success,completed,AWDi2340533,2025-04-04 12:06:12+00
922103,Order,1155290,11.29,1,11.29,g127kery,success,completed,,2025-04-02 19:18:59+00
922242,Invoice,990403,7.91,1,7.91,41405,success,completed,AWDi2340483,2025-04-03 14:08:03+00
922242,Invoice,990410,7.91,1,7.91,41405,success,completed,AWDi2340487,2025-04-03 14:15:20+00
922242,Order,1162479,7.91,1,7.91,41405,success,completed,,2025-04-03 09:20:45+00
922278,Invoice,991870,790.13,1,790.13,6TF16537LJ0808804,success,completed,ARi229981,2025-04-08 11:32:51+00
922278,Invoice,992753,790.13,1,790.13,6TF16537LJ0808804,success,completed,ARi2210053,2025-04-15 19:52:15+00
922278,Order,1156486,790.13,1,790.13,6TF16537LJ0808804,success,completed,,2025-04-03 10:11:54+00
922280,Invoice,990255,166.37,1,166.37,pay_pdk6tfftw4juhdubgwqebjfaca,success,completed,GBi2355154,2025-04-03 10:22:05+00
922280,Invoice,990531,166.37,1,166.37,pay_pdk6tfftw4juhdubgwqebjfaca,success,completed,GBi2355236,2025-04-04 09:25:43+00
922280,Order,1162496,166.37,1,166.37,pay_pdk6tfftw4juhdubgwqebjfaca,success,completed,,2025-04-03 10:14:28+00
922647,Invoice,990647,1616.16,1,1616.16,1443979048,success,completed,ARi229956,2025-04-04 13:05:49+00
922647,Invoice,991367,1616.16,1,1616.16,1443979048,success,completed,ARi229968,2025-04-07 12:09:56+00
922647,Order,1151563,1616.16,1,1616.16,1443979048,success,completed,,2025-04-04 13:05:41+00
922843,Invoice,992568,129.24,1,129.24,pay_76yrtmo2kmkudlvdvnwinwdjaq,success,completed,ARi2210035,2025-04-10 10:48:38+00
922843,Invoice,992570,129.24,1,129.24,pay_76yrtmo2kmkudlvdvnwinwdjaq,success,completed,ARi2210036,2025-04-10 10:51:20+00
922843,Order,1162978,129.24,1,129.24,pay_76yrtmo2kmkudlvdvnwinwdjaq,success,completed,,2025-04-06 07:58:15+00
923166,Invoice,991818,18.48,1,18.48,pay_a2whiczkjovutl32zq5l57bvzy,success,completed,AWDi2340681,2025-04-08 10:13:15+00
923166,Invoice,992354,18.48,1,18.48,pay_a2whiczkjovutl32zq5l57bvzy,success,completed,AWDi2340782,2025-04-09 14:28:57+00
923166,Order,1163560,18.48,1,18.48,pay_a2whiczkjovutl32zq5l57bvzy,success,completed,,2025-04-07 10:30:11+00
923718,Invoice,992046,300.80,1,300.80,75rzn9rq,success,completed,AWDi2340710,2025-04-09 08:04:28+00
923718,Invoice,992141,300.80,1,300.80,75rzn9rq,success,completed,AWDi2340759,2025-04-09 09:19:23+00
923718,Order,1164107,300.80,1,300.80,75rzn9rq,success,completed,,2025-04-08 17:56:44+00
924026,Invoice,992492,14.54,1,14.54,dsf2dte5,success,completed,GBi2355573,2025-04-10 09:01:24+00
924026,Invoice,992499,14.54,1,14.54,dsf2dte5,success,completed,GBi2355577,2025-04-10 09:14:13+00
924026,Order,1163790,14.54,1,14.54,dsf2dte5,success,completed,,2025-04-09 13:58:48+00
924472,Invoice,993563,844.47,1,844.47,7YJ4204943376222R,success,completed,ARi2210092,2025-04-15 10:48:52+00
924472,Invoice,994130,844.47,1,844.47,7YJ4204943376222R,success,completed,ARi2210114,2025-04-16 14:42:11+00
924472,Order,1158649,844.47,1,844.47,7YJ4204943376222R,success,completed,,2025-04-10 20:11:09+00
925103,Invoice,994075,12.23,1,12.23,41513,success,completed,AWDi2341089,2025-04-16 12:46:23+00
925103,Invoice,994167,12.23,1,12.23,41513,success,completed,AWDi2341104,2025-04-17 08:13:42+00
925103,Order,1165568,12.23,1,12.23,41513,success,completed,,2025-04-14 06:31:01+00
926481,Invoice,994327,35.91,1,35.91,pay_ks6pusz3y55e3hzeuswutkwcma,success,completed,AWDi2341157,2025-04-17 13:01:11+00
926481,Invoice,994363,35.91,1,35.91,pay_ks6pusz3y55e3hzeuswutkwcma,success,completed,AWDi2341161,2025-04-17 14:05:39+00
926481,Order,1160904,35.91,1,35.91,pay_ks6pusz3y55e3hzeuswutkwcma,success,completed,,2025-04-16 19:55:11+00
926621,Invoice,994324,9.44,1,9.44,pay_fiojmn77sl3uxglfsvp4mlsey4,success,completed,AWDi2341155,2025-04-17 12:58:50+00
926621,Invoice,994356,9.44,1,9.44,pay_fiojmn77sl3uxglfsvp4mlsey4,success,completed,AWDi2341160,2025-04-17 13:58:51+00
926621,Order,1166769,9.44,1,9.44,pay_fiojmn77sl3uxglfsvp4mlsey4,success,completed,,2025-04-17 11:37:36+00
926623,Invoice,994323,5.77,1,5.77,pay_sqhaulzhkyqevoci5wb7brpstq,success,completed,AWDi2341154,2025-04-17 12:57:32+00
926623,Invoice,994352,5.77,1,5.77,pay_sqhaulzhkyqevoci5wb7brpstq,success,completed,AWDi2341159,2025-04-17 13:56:37+00
926623,Order,1166770,5.77,1,5.77,pay_sqhaulzhkyqevoci5wb7brpstq,success,completed,,2025-04-17 11:39:49+00
927103,Invoice,994869,12.30,1,12.30,pay_jyv2m552zsaujndxoh544tufiu,success,completed,AWDi2341239,2025-04-22 14:08:04+00
927103,Invoice,994926,12.30,1,12.30,pay_jyv2m552zsaujndxoh544tufiu,success,completed,AWDi2341251,2025-04-23 07:49:08+00
927103,Order,1167563,12.30,1,12.30,pay_jyv2m552zsaujndxoh544tufiu,success,completed,,2025-04-21 11:56:43+00
927266,Invoice,994798,30.19,1,30.19,pay_fw75cgpzcseubkrp64h4flwmiy,success,completed,AWDi2341219,2025-04-22 12:39:02+00
927266,Invoice,995194,30.19,1,30.19,pay_fw75cgpzcseubkrp64h4flwmiy,success,completed,AWDi2341281,2025-04-23 13:04:04+00
927266,Order,1167622,30.19,1,30.19,pay_fw75cgpzcseubkrp64h4flwmiy,success,completed,,2025-04-21 15:27:04+00
927431,Invoice,994820,475.61,1,475.61,pay_27h5c275hxrenihvias5rlkdbq,success,completed,GBi2356131,2025-04-22 13:16:08+00
927431,Invoice,999303,475.61,1,475.61,pay_27h5c275hxrenihvias5rlkdbq,success,completed,GBi2357143,2025-05-09 07:51:07+00
927431,Order,1166309,475.61,1,475.61,pay_27h5c275hxrenihvias5rlkdbq,success,completed,,2025-04-22 08:53:11+00
927900,Invoice,995658,265.91,1,265.91,CPU16116EKE3R527Y8JAA6Z7SPED,success,completed,NLi251357,2025-04-24 12:46:13+00
927900,Invoice,995732,265.91,1,265.91,CPU16116EKE3R527Y8JAA6Z7SPED,success,completed,NLi251360,2025-04-25 06:17:08+00
927900,Order,1167619,265.91,1,265.91,CPU16116EKE3R527Y8JAA6Z7SPED,success,completed,,2025-04-23 09:43:08+00
929489,Invoice,998667,667.18,1,667.18,pay_icnxgs2dwx6ehpiyfw2d3rh2xm,success,completed,GBi2356964,2025-05-07 08:27:06+00
929489,Invoice,998677,667.18,1,667.18,pay_icnxgs2dwx6ehpiyfw2d3rh2xm,success,completed,GBi2356965,2025-05-07 08:59:05+00
929489,Order,1158602,667.18,1,667.18,pay_icnxgs2dwx6ehpiyfw2d3rh2xm,success,completed,,2025-04-28 11:47:11+00
930246,Invoice,997343,52.99,1,52.99,pay_pc3jgojfigienej4obhbqbroki,success,completed,AWDi2341707,2025-04-30 14:05:15+00
930246,Invoice,997897,52.99,1,52.99,pay_pc3jgojfigienej4obhbqbroki,success,completed,AWDi2341868,2025-05-02 13:39:04+00
930246,Order,1170187,52.99,1,52.99,pay_pc3jgojfigienej4obhbqbroki,success,completed,,2025-04-30 10:54:03+00
930429,Invoice,997636,262.96,1,262.96,pay_gu2zfcqphxxuncpztdwymu72z4,fail,declined,GBi2356833,2025-05-02 08:40:09+00
930429,Invoice,997735,262.96,1,262.96,pay_gu2zfcqphxxuncpztdwymu72z4,fail,declined,GBi2356844,2025-05-02 10:07:06+00
930429,Order,1168538,262.96,1,262.96,pay_gu2zfcqphxxuncpztdwymu72z4,fail,declined,,2025-04-30 21:22:04+00
930430,Invoice,997636,49.93,1,49.93,41710,success,completed,GBi2356833,2025-05-02 08:40:09+00
930430,Invoice,997735,49.93,1,49.93,41710,success,completed,GBi2356844,2025-05-02 10:07:06+00
930430,Order,1168538,49.93,1,49.93,41710,success,completed,,2025-04-30 21:22:04+00
930431,Invoice,997636,262.96,1,262.96,pay_yy56x2ejxnme3hveb7hfbvgo7u,success,completed,GBi2356833,2025-05-02 08:40:09+00
930431,Invoice,997735,262.96,1,262.96,pay_yy56x2ejxnme3hveb7hfbvgo7u,success,completed,GBi2356844,2025-05-02 10:07:06+00
930431,Order,1168538,262.96,1,262.96,pay_yy56x2ejxnme3hveb7hfbvgo7u,success,completed,,2025-04-30 21:22:04+00
931653,Invoice,998933,28.78,1,28.78,dfn0crk9,success,completed,AWDi2342058,2025-05-07 12:39:05+00
931653,Invoice,998937,28.78,1,28.78,dfn0crk9,success,completed,AWDi2342059,2025-05-07 12:43:05+00
931653,Order,1172110,28.78,1,28.78,dfn0crk9,success,completed,,2025-05-06 06:03:05+00
932289,Invoice,999589,245.62,1,245.62,pay_wqtqtnpkrxgu3krzggfeqt3ywm,success,completed,GBi2357231,2025-05-09 14:13:07+00
932289,Invoice,999592,245.62,1,245.62,pay_wqtqtnpkrxgu3krzggfeqt3ywm,success,completed,GBi2357232,2025-05-09 14:16:10+00
932289,Order,1120602,245.62,1,245.62,pay_wqtqtnpkrxgu3krzggfeqt3ywm,success,completed,,2025-05-07 12:17:06+00
932908,Invoice,999545,23.44,1,23.44,pay_eh26bqhy2rwerb7nbnoud674fy,success,completed,AWDi2342197,2025-05-09 13:27:08+00
932908,Invoice,999548,23.44,1,23.44,pay_eh26bqhy2rwerb7nbnoud674fy,success,completed,AWDi2342198,2025-05-09 13:28:09+00
932908,Order,1173314,23.44,1,23.44,pay_eh26bqhy2rwerb7nbnoud674fy,success,completed,,2025-05-09 12:01:07+00
933041,Invoice,999685,10.13,1,10.13,pay_udvt4glrsjfu3geocvy7empfoe,success,completed,AWDi2342212,2025-05-12 08:14:05+00
933041,Invoice,999736,10.13,1,10.13,pay_udvt4glrsjfu3geocvy7empfoe,success,completed,AWDi2342215,2025-05-12 09:02:07+00
933041,Order,1173450,10.13,1,10.13,pay_udvt4glrsjfu3geocvy7empfoe,success,completed,,2025-05-09 21:40:08+00
934629,Invoice,1001784,175.60,1,175.60,79czbfhb,success,completed,GBi2357743,2025-05-19 12:40:15+00
934629,Invoice,1001787,175.60,1,175.60,79czbfhb,success,completed,GBi2357744,2025-05-19 12:42:07+00
